WordHead,IPA
ନେତୃତ୍ୱାଧୀନ,netɾʊtʋɑdʰinɔ
ଓଲଟାଇ,olɔʈɑi
ଗୁଣଧର୍ମ,ɡʊɳɔdʰɔɾmɔ
ଗଣଶିକ୍ଷା,ɡɔɳɔsikʰjɑ
ପିତା,pitɑ
ପଟେଲ,pɔʈel
ପାକିସ୍ଥାନ,pɑkistʰɑn
ପଇସା,pɔisɑ
ଦିଏ,die
ଆସନ,ɑsɔnɔ
ଛାଡ଼ିଲେ,t͡ʃʰɑɽile
ପେଟ୍ରୋଲ୍‌,peʈɾol‌
ମୁତୟନ,mʊtɔjɔnɔ
ନିରୀକ୍ଷା,niɾikʰjɑ
ରୋଜଗାରର,ɾod͡ʒɔɡɑɾɔɾɔ
ନେଉନି,neʊni
ନିଦ୍ରାହୀନତା,nidɾɑhinɔtɑ
ପୋଲତିଆରି,polɔtiɑɾi
ହ୍ଵାଟସ୍ଆପ୍,hʋɑʈsɑp
ତୁମେ,tʊme
ପ୍ରୟୋଗ,pɾɔjoɡɔ
ବଦଳେ,bɔdɔ`le
ହାତକଡ଼ି,hɑtɔkɔɽi
ନମିଳିବାରୁ,nɔmi`libɑɾʊ
ଓଲଟି,olɔʈi
ଦେଉଥିଲି,deʊtʰili
ବଞ୍ଚିପାରିବି,bɔɲt͡ʃipɑɾibi
ଚାଲୁଥାଉ,t͡ʃɑlʊtʰɑʊ
ସ୍ଥୁଳରେ,stʰʊ`lɔɾe
ଆଗେଇଲା,ɑɡeilɑ
ପରିଚୟ,pɔɾit͡ʃɔjɔ
ସ୍ୱାସ୍ଥ୍ୟହେତୁ,sʋɑstʰjɔhetʊ
ପାରୁଛି,pɑɾʊt͡ʃʰi
ତୁମ୍ଭମାନଙ୍କର,tʊmbʰɔmɑnɔŋkɔɾɔ
ରକ୍ତଧାରୀ,ɾɔktɔdʰɑɾi
୪୭:୬—ଯିହିଜିକଲଙ୍କୁ,୪୭:୬—|yihid͡ʒikɔlɔŋkʊ
ଚାଲୁଥିଲେ,t͡ʃɑlʊtʰile
୧୧୯,୧୧୯
ସୂତ୍ର,sutɾɔ
ତଳମୁଣ୍ଡରେ,tɔ`lɔmʊɳɖɔɾe
ବାପ,bɑpɔ
ଏନଡିଆରଏଫ,enɖiɑɾeph
ଖୁସିହେବି,kʰʊsihebi
ଜ୍ଯୋତିଃ,d͡ʒ|yotih
ଇସ୍ରାଏଲୀମାନେ,isɾɑelimɑne
ରଜାଙ୍କଠାରେ,ɾɔd͡ʒɑŋkɔʈʰɑɾe
ଫାଇନ,phɑin
ଗୁରୁତ୍ୱ:,ɡʊɾʊtʋɔ:
ଗୋଗୋଇ,ɡoɡoi
ଜଣାଅଛି,d͡ʒɔɳɑɔt͡ʃʰi
ଆଜିଠାରୁ,ɑd͡ʒiʈʰɑɾʊ
ପଡ଼ିଲା,pɔɽilɑ
ଗୋପବନ୍ଧୁଙ୍କ,ɡopɔbɔndʰʊŋkɔ
ସ୍ତ୍ରୀର,stɾiɾɔ
ପ୍ରତ୍ୟାଖାନ,pɾɔtjɑkʰɑnɔ
ବୋବାଳିରେ,bobɑ`liɾe
ଯେ୨୦୧୧,|ye୨୦୧୧
ଏସବିଆଇକୁ,esbiɑikʊ
ଜ୍ୟାକ୍/ପୋର୍ଟ,d͡ʒjɑk/poɾʈ
ବୁଡ଼ିଗଲା,bʊɽiɡɔlɑ
ଧଳା,dʰɔ`lɑ
କୁଆଖାଇ,kʊɑkʰɑi
ମୁଖର,mʊkʰɔɾɔ
ଖଣ୍ଡରେ,kʰɔɳɖɔɾe
ସୁନିଶ୍ଚିତ,sʊnist͡ʃitɔ
ପ୍ରତିଫଳିତ,pɾɔtiphɔ`litɔ
ରଖ,ɾɔkʰɔ
ଥାନାମାନେ,tʰɑnɑmɑne
ଭୁଲିଯାଇଛି,bʰʊli|yɑit͡ʃʰi
ପ୍ରଗତି,pɾɔɡɔti
ଦିନଥିଲା,dinɔtʰilɑ
ଆକବର,ɑkɔbɔɾ
ଚମ୍ପକ,t͡ʃɔmpɔkɔ
ଦତ୍ତ,dɔttɔ
ସ୍ମାର୍ଟଫୋନ୍,smɑɾʈphon
ବୋଡ଼ୋ,boɽo
କେମିକାଲ୍ସ,kemikɑls
ସେଥିମଧ୍ୟରୁ,setʰimɔdʰjɔɾʊ
କ୍ରିକେଟର୍‌,kɾikeʈɔɾ‌
ନାହିଁ,nɑhin~
ପନିର୍‌,pɔniɾ‌
ଟେ,ʈe
ମହତ,mɔhɔtɔ
ଆତ୍ମବୋଧ,ɑtmɔbodʰɔ
ଅଭିହିତ,ɔbʰihitɔ
ନାହି,nɑhi
କ୍ରୟ,kɾɔjɔ
ଜେଲରେ,d͡ʒelɾe
ଦେଉ,deʊ
ଡେମୋକୋକ,ɖemokok
ଗାଧୁଆପାଧୁଆ,ɡɑdʰʊɑpɑdʰʊɑ
ଛାରଖାର,t͡ʃʰɑɾɔkʰɑɾɔ
ବଢ଼ିଯିବ,bɔɽʱi|yibɔ
ରେଲୱେ,ɾelʋe
ଘଟିବ,ɡʰɔʈibɔ
ବଡ଼,bɔɽɔ
ଠିକ,ʈʰik
ପ୍ରାର୍ଥୀଭାବେ,pɾɑɾtʰibʰɑbe
ହୋଇରହିବେ,hoiɾɔhibe
ଦୁଇ,dʊi
ବାସଙ୍କ,bɑsɔŋkɔ
ଆଦିମ,ɑdimɔ
ଆଶ୍ଚର୍ଯ୍ୟଜନକ,ɑst͡ʃɔɾ|yjɔd͡ʒɔnɔkɔ
ପରିସମ୍ପତ୍ତି,pɔɾisɔmpɔtti
ଗ୍ଳୋବସ୍,ɡ`leɑbs
ମନକଥାକୁ,mɔnɔkɔtʰɑkʊ
ତୁଲ୍ୟ,tʊljɔ
ଅଧିକରୁ,ɔdʰikɔɾʊ
ପରୋକ୍ଷରେ,pɔɾokʰjɔɾe
ଆଚାର୍ଯ୍ୟ,ɑt͡ʃɑɾ|yjɔ
ବଢିବାରେ,bɔɖʱibɑɾe
ଗୁଜରାଟ,ɡʊd͡ʒɔɾɑʈ
ସେଲ,sel
2019,2019
ଉଡିଆସିଥିଲା,ʊɖiɑsitʰilɑ
ଉତ୍ପାଦସହିତ,ʊtpɑdɔsɔhitɔ
ସମର୍ଥନ,sɔmɔɾtʰɔnɔ
ରେଣୁ,ɾeɳʊ
ହୋଇଯାଇଥିଲେ,hoi|yɑitʰile
କହିଲେ,kɔhile
ବୃକ୍ଷରାଜି,bɾʊkʰjɔɾɑd͡ʒi
ଏନ୍‌ଆରସିକର,en‌ɑɾsikɔɾ
ଅଲବର୍ଟ,ɔlbɔɾʈ
ଯାହାକଲ,|yɑhɑkɔlɔ
ଗ୍ୟାଙ୍ଗର,ɡjɑŋɡɾɔ
ଇମ୍ରାନ,imɾɑn
ଦେଖାଇଦେବି,dekʰɑidebi
ବିଶ୍ଵବ୍ୟାଙ୍କ,bisʋɔbjɑŋk
ମହାଭାଗ,mɔhɑbʰɑɡɔ
ଭଙ୍ଗୀ,bʰɔŋɡi
ଏହିପାଗ,ehipɑɡɔ
ଅସୁରକୁ,ɔsʊɾɔkʊ
ଖଣ୍ଡା,kʰɔɳɖɑ
ଛାନଭିନ୍,t͡ʃʰɑnbʰin
ସ୍ପିନର,spinɔɾ
ଏକାନ୍ତରେ,ekɑntɔɾe
ପଶୁରାଜ,pɔsʊɾɑd͡ʒɔ
ପର୍ଲ,pɔɾl
ଖାଇଅଛ,kʰɑiɔt͡ʃʰɔ
ଚଳେ,t͡ʃɔ`le
ଭାଇଟି,bʰɑiʈi
ଅନଲାଇନ୍,ɔnlɑin
ଏକାଉନ୍ଟ,ekɑʊnʈ
କ୍ୱାଥା,kʋɑtʰɑ
ମୁଖ୍ୟଅପରାଧୀଙ୍କ,mʊkʰjɔɔpɔɾɑdʰiŋkɔ
ଫେରାଇଦେଲା,pheɾɑidelɑ
ନ୍ୟୁୟର୍କ:,njʊjɔɾk:
ପ୍ରକୃତି,pɾɔkɾʊti
ରଚିଛନ୍ତି,ɾɔt͡ʃit͡ʃʰɔnti
ଜଲନ୍ଧରର,d͡ʒɔlɔndʰɔɾɔɾɔ
ଝୁଣ୍ଟିବ,d͡ʒʱʊɳʈibɔ
ଉଦୟଙ୍କର,ʊdɔjɔŋkɔɾɔ
ଓତପ୍ରୋତ,otɔpɾotɔ
ସଭାର,sɔbʰɑɾɔ
ମୁହାଣକୁ,mʊhɑɳɔkʊ
ଭେଦିଗଲା,bʰediɡɔlɑ
ହଂସର,hɔMsɔɾɔ
ସହଜ”,sɔhɔd͡ʒɔ”
ଆଲେକ୍ସ,ɑleks
ଟିକଟ,ʈikɔʈ
ସଦଭାବନା,sɔdbʰɑbɔnɑ
ଉପରିସ୍ଥ,ʊpɔɾistʰɔ
ପେଟେ,peʈe
ରାଜସ୍ଥାନର,ɾɑd͡ʒɔstʰɑnɔɾɔ
କରାଯାଏ,kɔɾɑ|yɑe
ଦୃଢ଼ୋକ୍ତି,dɾʊɽʱokti
ଦୁର୍ନିତୀ,dʊɾniti
ଏକ୍ସସାଇଜ,eksɔsɑid͡ʒ
ରାଜିହୋଇଗଲା,ɾɑd͡ʒihoiɡɔlɑ
ତର୍କ,tɔɾkɔ
ଯୁବି,|yʊbi
ପଡ଼ୁଥିଲା,pɔɽʊtʰilɑ
ଶଗଡ଼,sɔɡɔɽɔ
ଏଫଡ଼ିଆଇ,ephɽiɑi
ଚଳିଲା,t͡ʃɔ`lilɑ
spa504g,spa504g
ବ୍ଲାକବେରୀ,blɑkbeɾi
ମୁଖରୁ,mʊkʰɔɾʊ
ଦୋହରାଇଛନ୍ତି,dohɔɾɑit͡ʃʰɔnti
କାଳି,kɑ`li
ଦ୍ୱୀପପୁଞ୍ଜ,dʋipɔpʊɲd͡ʒɔ
ସାପପେଡ଼ି,sɑpɔpeɽi
ମଲା,mɔlɑ
ୱିକେଟ,ʋikeʈ
ଡ଼୍ୟୁଡେଟ୍,ɽjʊɖeʈ
ପାନାସୋନିକ,pɑnɑsonik
ଆମାଜନ,ɑmɑd͡ʒɔn
ଚାହୁଁଚି,t͡ʃɑhʊn~t͡ʃi
ଉଷୁମ,ʊsʊmɔ
ଜେ,d͡ʒe
ମଉଳି,mɔʊ`li
ରାସି,ɾɑsi
ଜବ୍,d͡ʒɔb
ହୁତାଶ,hʊtɑsɔ
ଗୁଣନିଧି,ɡʊɳɔnidʰi
ବୁକିଂ,bʊkiM
ଆବେଦନରେ,ɑbedɔnɔɾe
ଉଡ଼ିଯାଉଥିଲେ,ʊɽi|yɑʊtʰile
ସାଂଗଠନିକ,sɑŋɡɔʈʰɔnikɔ
କରୁଥିଲାବେଳେ,kɔɾʊtʰilɑbe`le
ଅରବିନ୍ଦ,ɔɾɔbindɔ
ଜଗିବା,d͡ʒɔɡibɑ
ନଥିବ,nɔtʰibɔ
ଏକଇ,ekɔi
ଦୀପାବଳି,dipɑbɔ`li
ଇବ୍ରାହିମ,ibɾɑhim
ଲୋକମାନଙ୍କଠାରୁ,leɑkɔmɑnɔŋkɔʈʰɑɾʊ
ଆଉଜଣକ,ɑʊd͡ʒɔɳɔkɔ
ବାତ୍ୟାରେ,bɑtjɑɾe
ସହିଦ,sɔhid
କରାଇଦେବେ,kɔɾɑidebe
ସଂଯୋଗ,sɔM|yoɡɔ
"2,59,557	2,59,557	2,59,557",
‌ସେ,‌se
ଗରମାଗରମ,ɡɔɾɔmɑɡɔɾɔm
ପାରିଲେ,pɑɾile
ଆଦେଶ,ɑdesɔ
ଛୁଆପରି,t͡ʃʰʊɑpɔɾi
ହାଇକୋର୍ଟର,hɑikoɾʈɔɾɔ
ଚାଳକର,t͡ʃɑ`lɔkɔɾɔ
ହ୍ୱିଲର,hʋilɔɾ
ଯିବିନାହିଁ,|yibinɑhin~
ଶୀତଳ,sitɔ`lɔ
ଅଟାରିଦେଇ,ɔʈɑɾidei
ଶଳା,sɔ`lɑ
କିଟ୍:,kiʈ:
ଦ୍ଧାର,ddʰɑɾɔ
ଆମ୍ଭେ,ɑmbʰe
ଲେଖନ୍ତି,lekʰɔnti
ମହାବିଦ୍ୟାଳୟ,mɔhɑbidjɑ`lɔjɔ
ପ୍ରାଣ,pɾɑɳɔ
ପ୍ରବକ୍ତା,pɾɔbɔktɑ
ପ୍ରଧାନଶିକ୍ଷକ/ଅଧ୍ୟକ୍ଷମାନେ,pɾɔdʰɑnɔsikʰjɔkɔ/ɔdʰjɔkʰjɔmɑne
ସପ୍ତାହରେ,sɔptɑhɔɾe
ନଥିଲି,nɔtʰili
ଜାତୀସଂଘର,d͡ʒɑtisɔMɡʰɔɾɔ
ଗୁଳି,ɡʊ`li
ମାଇକ୍ରୋ-ୟୁଏସବି,mɑikɾo-jʊesbi
ନିରାଶ,niɾɑsɔ
ଜାଣିପାରୁନି,d͡ʒɑɳipɑɾʊni
ସମୀକ୍ଷା,sɔmikʰjɑ
ଜଳପ୍ରପାତ,d͡ʒɔ`lɔpɾɔpɑtɔ
କିୟାରା,kijɑɾɑ
ଶର୍ମାଙ୍କୁ,sɔɾmɑŋkʊ
ରାଜମା,ɾɑd͡ʒmɑ
ଭୁଲିଯିବି,bʰʊli|yibi
ଜାଣି,d͡ʒɑɳi
ବେଗମ୍,beɡɔm
ଭର୍ତ୍ତିକରିଛି,bʰɔɾttikɔɾit͡ʃʰi
ରାଲି,ɾɑli
୩ରେ,୩ɾe
ରୟାଲ,ɾɔjɑl
୬୫୦ଟି,୬୫୦ʈi
ଭେଟୁଥିଲେ,bʰeʈʊtʰile
ଦବାନ୍ତୁ,dɔbɑntʊ
ବାବଦରେ,bɑbɔdɔɾe
ସକ୍ଷମ,sɔkʰjɔmɔ
ସୋମବାରକୁ,somɔbɑɾɔkʊ
ଅଭିଜ୍ଞତା,ɔbʰiɡjɔn~tɑ
ବେଲାଳ,belɑ`lɔ
ସତକଥା,sɔtɔkɔtʰɑ
S1,S1
ଦ୍ରବ୍ୟ,dɾɔbjɔ
ବୁଜିଥାଏ,bʊd͡ʒitʰɑe
କରିବୁ,kɔɾibʊ
ନିଃଶ୍ୱାସ,nihsʋɑsɔ
ପୃଷ୍ଠରେ,pɾʊsʈʰɔɾe
କଲାକାର,kɔlɑkɑɾɔ
ମାଚାର୍ଲା,mɑt͡ʃɑɾlɑ
ମରଣ,mɔɾɔɳɔ
ପକେଇଦେଇଛି,pɔkeideit͡ʃʰi
ପାଟକୁରା,pɑʈɔkʊɾɑ
ଫନ୍ଦି,phɔndi
ମନ୍ଦିରରେ,mɔndiɾɔɾe
କହିଦିଏ,kɔhidie
ରହିଛୁ,ɾɔhit͡ʃʰʊ
ନଜରରେ,nɔd͡ʒɔɾɔɾe
କାରଣରେ,kɑɾɔɳɔɾe
ଦାସ,dɑsɔ
ଆତଙ୍କବାଦୀମାନେ,ɑtɔŋkɔbɑdimɑne
ଉଦ୍ଧାରକାରୀ,ʊddʰɑɾɔkɑɾi
ହେଲି,heli
ଚୂଡ଼ା,t͡ʃuɽɑ
ସିନ୍ଧୁ,sindʰʊ
ଖେଳିଥିବା,kʰe`litʰibɑ
ଭଲପାଇବାକୁ,bʰɔlɔpɑibɑkʊ
ନିମ୍ନଲିଖିତ,nimnɔlikʰitɔ
ବାଘର,bɑɡʰɔɾɔ
ଇନ୍ସଟଲମେଣ୍ଟ୍,insɔʈɔlmeɳʈ
ଟି-ମୋବାଇଲ,ʈi-mobɑil
ହଜାର,hɔd͡ʒɑɾɔ
ବ୍ୟାଘାତ,bjɑɡʰɑtɔ
ଛୁଆପ୍ରତି,t͡ʃʰʊɑpɾɔti
ରୋଗୀଙ୍କୁ,ɾoɡiŋkʊ
କୁକୁରଙ୍କୁ,kʊkʊɾɔŋkʊ
ଲିଟିଲ,liʈil
ଜଳସଂପଦ,d͡ʒɔ`lɔsɔMpɔdɔ
ଫ୍ରାନ୍ସ,phɾɑns
ମହର୍ଷିଙ୍କୁ,mɔhɔɾsiŋkʊ
ବଦଳାଇ,bɔdɔ`lɑi
ସ୍ପନସରରୁ,spɔnsɔɾɾʊ
ଆଡାପ୍ଟର୍,ɑɖɑpʈɔɾ
ପଟର,pɔʈɔɾɔ
ଗୋଡ଼ାଇ,ɡoɽɑi
ଅପ୍ସନ୍,ɔpsɔn
ହରାଇସାରିଛି,hɔɾɑisɑɾit͡ʃʰi
ବୁଣି,bʊɳi
ଆଣିକି,ɑɳiki
ସନେମାରେ,sɔnemɑɾe
କୋମଳତା,komɔ`lɔtɑ
ଆହ୍ଲାବାଦ,ɑhlɑbɑd
9:20,9:20
ନିଦାନ,nidɑnɔ
କଂପାନୀରେ,kɔMpɑniɾe
ବୀରତ୍ୱ,biɾɔtʋɔ
ଜନ,d͡ʒɔnɔ
ବସିଲାଣି,bɔsilɑɳi
ଛାତ୍ରମାନେ,t͡ʃʰɑtɾɔmɑne
କୃତଜ୍ଞତା,kɾʊtɔɡjɔn~tɑ
ଅସଂପୂର୍ଣ୍ଣ,ɔsɔMpuɾɳɳɔ
ସାମି,sɑmi
ଔଷଧ,ɔʊsɔdʰɔ
ବିବାହରେ,bibɑhɔɾe
ଆ,ɑ
ସ୍ଥାନାନ୍ତର,stʰɑnɑntɔɾɔ
ଚଳେଇ,t͡ʃɔ`lei
ବଳପୂର୍ବକ,bɔ`lɔpuɾbɔkɔ
ଶିକ୍ଷାମନ୍ତ୍ରୀ,sikʰjɑmɔntɾi
ସାହିଦ,sɑhid
ଗଣିଦେଇ,ɡɔɳidei
ସ୍ଥପତି,stʰɔpɔti
ଆଗରପଡା,ɑɡɔɾɔpɔɖɑ
ଏସ,es
ଏକ୍ସ,eks
ବିମାନବନ୍ଦର,bimɑnɔbɔndɔɾɔ
ଆୟୁର୍ବେଦ,ɑjʊɾbedɔ
ପୁରସ୍କାର,pʊɾɔskɑɾɔ
ନେଟୱାର୍କ,neʈɔʋɑɾk
ପୋତା,potɑ
ଜେନା,d͡ʒenɑ
କମେଇବାର,kɔmeibɑɾɔ
ମୂର୍ତ୍ତିର,muɾttiɾɔ
ଯଥେଷ୍ଟ,|yɔtʰesʈɔ
ଆଂଜ୍ଞା,ɑŋjɑn~
ଗୋଡ଼ହାତ,ɡoɽɔhɑtɔ
ଅଧ୍ୟକ୍ଷତାରେ,ɔdʰjɔkʰjɔtɑɾe
ଲୋକଙ୍କ,lokɔŋkɔ
ଘୂର୍ଣ୍ଣନ,ɡʰuɾɳɳɔnɔ
ମିଳିଯାଇଥିଲା,mi`li|yɑitʰilɑ
ପି,pi
ଘରଆଡ଼େ,ɡʰɔɾɔɑɽe
ଘଟଣାସ୍ଥଳରୁ,ɡʰɔʈɔɳɑstʰɔ`lɔɾʊ
କର,kɔɾɔ
ହୋଇଥିବାର,hoitʰibɑɾɔ
ମୋଟ୍,moʈ
ଟେଲିଫୋନ୍,ʈeliphon
ପିଅନ୍ତି,piɔnti
ମାର୍ଚ୍ଚ,mɑɾt͡ʃt͡ʃ
ଗଛଗୁଡ଼ିକ,ɡɔt͡ʃʰɔɡʊɽikɔ
୧୭ଡିଗ୍ରି,୧୭ɖiɡɾi
ବୁଣିଦେଲା,bʊɳidelɑ
ନେଇଯିବେ,nei|yibe
ସିଜ୍,sid͡ʒ
ସମ୍ଭବତଃମୋ,sɔmbʰɔbɔtɔhmo
ଫଡନବିସ୍,phɔɖnɔbis
ଏଜ୍ରା,ed͡ʒɾɑ
138ରେ,138ɾe
ବଟନରୁ,bɔʈɔnɾʊ
ଦରଘା,dɔɾɡʰɑ
ବେଗେ,beɡe
କାମଧନ୍ଦାରେ,kɑmɔdʰɔndɑɾe
ରୁକୁଡ଼ା,ɾʊkʊɽɑ
ଅଟଳ,ɔʈɔ`lɔ
ତାଜ୍,tɑd͡ʒ
ଇତିମଧ୍ୟରେ,itimɔdʰjɔɾe
ମୂଳଖୋଳି,mu`lɔkʰo`li
ଅପରାହ୍ନ,ɔpɔɾɑhnɔ
ମଧ୍ଯକୁ,mɔdʰ|yɔkʊ
ପହଞ୍ଚିନଥିବା,pɔhɔɲt͡ʃinɔtʰibɑ
ଚାରି-ପାଞ୍ଚ,t͡ʃɑɾi-pɑɲt͡ʃɔ
ଶେଷ,sesɔ
ଜଣାପଡ଼ିି,d͡ʒɔɳɑpɔɽii
ଅଦ୍ଭୂତ,ɔdbʰutɔ
ମୁଖ୍ୟମନ୍ତ୍ରୀଗଣ,mʊkʰjɔmɔntɾiɡɔɳɔ
ମଗେଇ,mɔɡei
ଉଚ୍ଚାରଣ,ʊt͡ʃt͡ʃɑɾɔɳɔ
ପରଖି,pɔɾɔkʰi
ଲୋଧି,lodʰi
କୋଠାଟିଏ,koʈʰɑʈie
ଆଖିର,ɑkʰiɾɔ
ଘରଣୀ,ɡʰɔɾɔɳi
ଭଳି,bʰɔ`li
ହୋଇଥାଏ,hoitʰɑe
ରୁମଟିକେ,ɾʊmɔʈike
ସଅଳ,sɔɔ`lɔ
ଥାଇ,tʰɑi
ମେମୋରିଆଲ୍,memoɾiɑl
ସଚିବାଳୟରେ,sɔt͡ʃibɑ`lɔjɔɾe
ପାଞ୍ଚହଜାର,pɑɲt͡ʃɔhɔd͡ʒɑɾɔ
ପାଠପଢିଥିଲେ,pɑʈʰɔpɔɖʱitʰile
ବ୍ରାଞ୍ଚର,bɾɑɲt͡ʃɾɔ
ଧନ୍ଦାବାଡ଼ି,dʰɔndɑbɑɽi
ଖଣ୍ଡଗିରି,kʰɔɳɖɔɡiɾi
ଆବଶ୍ୟକତା,ɑbɔsjɔkɔtɑ
ମଣିଷଙ୍କ,mɔɳisɔŋkɔ
ଘଟଣାସ୍ଥଳକୁ,ɡʰɔʈɔɳɑstʰɔ`lɔkʊ
344,344
ରୋଗ୍ୟତା,ɾoɡjɔtɑ
ଭିନ୍ନକ୍ଷମ,bʰinnɔkʰjɔmɔ
ମିଳେ,mi`le
ମହାରାଣୀଙ୍କ,mɔhɑɾɑɳiŋkɔ
କାର୍ଡ୍,kɑɾɖ
%s,%s
ନାବାଳିକଙ୍କୁ,nɑbɑ`likɔŋkʊ
ବଢ଼ାଇବା,bɔɽʱɑibɑ
ଗଲେଣି,ɡɔleɳi
କହୁଚ,kɔhʊt͡ʃɔ
ଆଗକୁ,ɑɡɔkʊ
ପ୍ରଦାନକୁ,pɾɔdɑnɔkʊ
ସମାଜରେ,sɔmɑd͡ʒɔɾe
ଲଢ଼େଇ,lɔɽʱei
ଭବିଷ୍ଯବାଣୀ,bʰɔbis|yɔbɑɳi
ପଠେଇବା,pɔʈʰeibɑ
ରଡ଼ି,ɾɔɽi
ପଢ଼ାପଢ଼ି,pɔɽʱɑpɔɽʱi
ମନେହୁଏ,mɔnehʊe
ରପ୍ତାନୀ,ɾɔptɑni
ରହିଥିଲା,ɾɔhitʰilɑ
‌କିଭଳି,‌kibʰɔ`li
ଦେଇନଥିଲି,deinɔtʰili
ଖେଳିଯାଇଥିଲା,kʰe`li|yɑitʰilɑ
ମୁକ୍ତିପାଇବ,mʊktipɑibɔ
ଅଗ୍ନିକାଣ୍ଡ,ɔɡnikɑɳɖɔ
ନେଇଯାନ୍ତୁ,nei|yɑntʊ
ମାସଟେ,mɑsɔʈe
ବାଘର,bɑɡʰɔɾɔ
ମୁଖାର୍ଜୀଙ୍କ,mʊkʰɑɾd͡ʒiŋkɔ
ଇଲାକା,ilɑkɑ
ଅଧିବାସୀମାନେ,ɔdʰibɑsimɑne
ଡିଭିଜନରୁ,ɖibʰid͡ʒɔnɾʊ
ମାଙ୍କଡ଼କୁ,mɑŋkɔɽɔkʊ
ଜଣ,d͡ʒɔɳɔ
‘ସିମ୍ବା,‘simbɑ
କିଣିଥିଲି,kiɳitʰili
ଗଳାଇ,ɡɔ`lɑi
ଦୌଡ଼ୁଛନ୍ତି,dɔɽʊt͡ʃʰɔnti
ଭୁଲବୋଲି,bʰʊlboli
ରଖିବ,ɾɔkʰibɔ
ଭୋଜନରେ,bʰod͡ʒɔnɔɾe
ମଧ୍ୟସ୍ଥତା,mɔdʰjɔstʰɔtɑ
ଭାସିଯାଉଥିବା,bʰɑsi|yɑʊtʰibɑ
ଭୋଲୁମନ୍,bʰolʊmɔn
କୃଷକଙ୍କ,kɾʊsɔkɔŋkɔ
ଶଗଡ଼ଗୁଡ଼ିକୁ,sɔɡɔɽɔɡʊɽikʊ
ଚୂନା,t͡ʃunɑ
ଇଂଲଣ୍ଡ,iMlɔɳɖ
ସୀମାଞ୍ଚଳଙ୍କ,simɑɲt͡ʃɔ`lɔŋkɔ
ଚିକ୍କଣ,t͡ʃikkɔɳɔ
326,326
ଦୂରଦୂରାନ୍ତରୁ,duɾɔduɾɑntɔɾʊ
କର,kɔɾɔ
ସ୍ୱାଭାବିକ,sʋɑbʰɑbikɔ
ଦିଶୁନାହିଁ,disʊnɑhin~
ଭବ୍ୟ-ଦିବ୍ୟ,bʰɔbjɔ-dibjɔ
30,30
ଦେଇଥିବା,deitʰibɑ
ଖୋଜାଖୋଜି,kʰod͡ʒɑkʰod͡ʒi
ପୁଲିସ୍,pʊlis
ମଲଟିପ୍ଲେକ୍ସ,mɔlɔʈipleks
ଚୋର,t͡ʃoɾɔ
କେଉଟଘର,keʊʈɔɡʰɔɾɔ
ଖୋଲା,kʰolɑ
ଆକ୍ସିସ୍,ɑksis
(&L),(&L)
ଏନଡିଆରଏଫକୁ,enɖiɑɾephkʊ
%,%
ବାଲୁକା,bɑlʊkɑ
ଥାଏ,tʰɑe
ରେଳମନ୍ତ୍ରୀ,ɾe`lɔmɔntɾi
ଶ୍ୟାମଘନକୁ,sjɑmɔɡʰɔnɔkʊ
ଭୁଲ୍‌ରେ,bʰʊl‌ɾe
ଟାପୁ,ʈɑpʊ
ପଦ୍ମଭୂଷଣ,pɔdmɔbʰusɔɳɔ
ରାୟଙ୍କଠାରୁ,ɾɑjɔŋkɔʈʰɑɾʊ
ଚାହିଁନାହାନ୍ତି,t͡ʃɑhin~nɑhɑnti
କଣ୍ଟାବୁଦାରେ,kɔɳʈɑbʊdɑɾe
ଦେଓଗଡ଼,deoɡɔɽɔ
ମୃତ୍ୟୁ,mɾʊtjʊ
ଶପିଂ,sɔpiM
ଅନ୍ୟତମ,ɔnjɔtɔmɔ
ସନ୍ତୋଷକୁ,sɔntosɔkʊ
ଅଭିଷେକର,ɔbʰisekɔɾɔ
ରାଜଦରବାରରେ,ɾɑd͡ʒɔdɔɾɔbɑɾɔɾe
କମ୍ୟୁନିକେଟର,kɔmjʊnikeʈɔɾ
କାଶୀ,kɑsi
ସେଠାରୁ,seʈʰɑɾʊ
ଉଡ଼ିଯାଇ,ʊɽi|yɑi
ସେତିକିବେଳକୁ,setikibe`lɔkʊ
ବିକାଶ,bikɑsɔ
ନିୟନ୍ତ୍ରଣ,nijɔntɾɔɳɔ
ତୁମପରି,tʊmɔpɔɾi
ଜାତିସଂଘ:,d͡ʒɑtisɔMɡʰɔ:
ପଛେପଛେ,pɔt͡ʃʰepɔt͡ʃʰe
ଦେୟତା,dejɔtɑ
ଗରିବଙ୍କ,ɡɔɾibɔŋkɔ
ପଦକୁ,pɔdɔkʊ
ନିପାଣିଆ,nipɑɳiɑ
ପଡ଼ିବ,pɔɽibɔ
ଜୁଭେନାଇଲ,d͡ʒʊbʰenɑil
ଭାସିଯାଉଥିଲା,bʰɑsi|yɑʊtʰilɑ
ଖାଇଥାନ୍ତି,kʰɑitʰɑnti
ବ୍ୟବସାୟୀମାନେ,bjɔbɔsɑjimɑne
ପ୍ରଚ୍ଛଦ,pɾɔt͡ʃt͡ʃʰɔdɔ
ମଇଁଷି,mɔin~si
କଷ୍ଟମ,kɔsʈɔm
ପାଖଆଖରୁ,pɑkʰɔɑkʰɔɾʊ
ଶୀର୍ଷକ,siɾsɔkɔ
